"obj_ID","alpha","delta","u","g","r","i","z","run_ID","rerun_ID","cam_col","field_ID","spec_obj_ID","class","redshift","plate","MJD","fiber_ID"
1237670017263862016,25.4737986493576,8.28282440658013,21.0829,20.80838,20.52217,20.54542,20.54646,5714,301,6,42,12454817612193617920,"QSO",1.156341,11062,58509,410
1237662224603808000,183.394460543995,39.6994228298649,21.34947,21.01579,20.95044,20.90757,20.78555,3900,301,3,366,7467068619421407232,"QSO",0.8647068,6632,56366,365
1237668337398841856,243.980075134582,14.1175849676971,20.18088,18.25915,17.24798,16.81744,16.52168,5323,301,5,104,2845316267013859328,"GALAXY",0.1490117,2527,54569,608
1237651539240091648,139.926147109418,60.0412719006712,20.77332,18.61639,17.30522,16.7996,16.4271,1412,301,4,31,546125258520815616,"GALAXY",0.1931009,485,NA,232
1237662662144033024,241.076919675126,24.3820730820844,19.8531,18.13548,NA,16.96034,16.61611,4002,301,2,220,1864571119109957632,"GALAXY",0.0331632,1656,53533,294
1237661361835082240,203.107404037895,46.2510969788844,22.87076,22.11721,NA,20.82985,20.78486,3699,301,4,104,8339768872262719488,"QSO",1.894944,7407,56772,830
1237657589785624832,181.620535794803,54.336511038295,19.80669,18.24718,17.4641,17.07092,16.79824,2821,301,2,189,1146205732413138944,"GALAXY",0.05110326,1018,52672,144
1237661361836654848,208.035951241422,45.1317641261,20.81584,20.623,20.32504,19.972,19.83228,3699,301,4,128,8363272857602775040,"QSO",1.689606,7428,56781,321
1237673738320478976,98.1119490438513,25.395705965879,20.44796,18.82991,18.18723,17.84472,17.64618,6581,301,1,108,3035462227764209664,"STAR",-0.0001032156,2696,54167,131
1237655129843827456,255.96108171931,35.3805645748592,25.17996,23.06722,22.05122,20.35331,19.61852,2248,301,4,200,12274747567359940608,"STAR",-2.604289e-05,10902,58396,679
1237653587407143680,120.300417380815,38.7030774002583,22.1879,22.02868,20.73621,19.88688,19.42924,1889,301,3,100,4280841687750957056,"GALAXY",0.6480991,3802,55514,619
1237673705579675904,119.557831174794,42.0215390688586,21.2711,19.98929,19.64592,19.5042,19.67458,6573,301,4,235,4143520651800762368,"STAR",1.913527e-05,3680,NA,760
1237663229611606016,321.227941320771,73.923588480185,18.18479,16.31201,NA,14.85445,14.58627,4134,301,3,144,2857640412972083200,"STAR",-0.0001506468,2538,54271,387
1237678597541396992,332.034997197734,2.46386923984988,23.47974,21.17128,20.84356,20.68394,20.68417,7712,301,4,143,4859629281385666560,"STAR",-0.0005658538,4316,55505,892
1237668271914091520,238.857611258612,12.0510094202012,25.1981,22.83477,20.81467,19.79213,19.36585,5308,301,3,310,5496864717904566272,"GALAXY",0.5591497,4882,55721,805
1237678920751120640,22.4115726111578,12.8206901211049,19.40133,19.32861,19.31108,18.95663,18.93384,7787,301,6,348,12462773127687198720,"QSO",1.882092,11069,58456,680
1237663785276801024,12.9868620080242,1.01448049912721,18.73895,18.36329,NA,18.54458,18.6266,4263,301,6,202,4042229242452531200,"STAR",-3.994253e-05,3590,55201,904
1237668298208379392,195.451542259759,NA,22.74598,21.53597,19.81044,18.68287,18.21525,5314,301,4,121,6597872786458564608,"GALAXY",0.5937777,5860,56046,361
1237662663216988672,240.027335803525,26.1342033089294,21.87437,21.15187,20.79021,20.56,20.24847,4002,301,4,208,4436273321240451072,"STAR",-0.0007518857,3940,55327,828
1237664846121730304,198.622687137958,NA,21.08699,NA,20.34263,20.14263,20.02491,4510,301,6,19,9951876137461504000,"QSO",0.460905,8839,NA,170
1237661362910855168,209.751674154359,45.673888374153,19.74128,18.3976,17.75547,17.40017,17.12498,3699,301,6,135,1650729019219404800,"GALAXY",0.106342,1466,53083,581
1237665441525334528,219.084684618971,25.2983979756163,22.11542,20.9704,19.15842,18.5239,18.22044,4649,301,3,229,6774582447470565376,"GALAXY",0.3436822,6017,56075,155
1237655495441384192,200.529042931884,-1.85881298498625,25.53344,22.03887,20.84955,19.70539,19.35733,2333,301,5,24,4558979922841065472,"GALAXY",0.614022,4049,55591,768
1237667782305972480,204.804928734393,20.9299916670753,20.27859,18.44428,17.38542,16.91197,16.48909,5194,301,3,587,2988188451523815424,"GALAXY",0.1143115,2654,54231,182
1237661360761536768,203.415490609122,45.223925120933,21.65113,21.01066,20.8015,20.81831,20.27854,3699,301,2,107,7461548796222396416,"QSO",2.30087,6627,56369,764
1237680313912918272,22.6670696920503,30.3987747813154,20.46707,NA,20.06204,19.74931,19.57016,8112,301,1,70,8703363096314664960,"QSO",1.587481,7730,58107,570
1237658802037260800,182.116700406501,54.9954467218773,25.78892,22.57273,20.65341,19.56022,19.08722,3103,301,4,145,7530218520778659840,"GALAXY",0.5603822,6688,56412,727
1237670966465593600,154.602060517384,18.2834429128036,19.24192,18.22212,17.92297,17.816,17.79303,5935,301,6,255,10778381775849936896,"STAR",0.0001480516,9573,57787,516
1237680272038822144,339.119314146589,20.3291855081749,24.20317,22.22647,20.54746,19.51304,18.93025,8102,301,3,98,6889477566060845056,"GALAXY",0.5434874,6119,56181,349
1237660958104356352,116.782643715574,20.8542628331284,22.97567,22.85316,23.00911,21.46718,21.36333,3605,301,4,46,10081553082003773440,"GALAXY",0.736123,8954,57453,892
1237664877809238528,159.925604805839,33.8621610143913,24.87849,23.52243,21.17606,20.13032,19.34167,4518,301,1,204,11565322320395655168,"GALAXY",0.782571,10272,NA,285
1237655472897786112,253.794741173203,34.1848141104792,21.56527,19.67435,18.14236,17.57614,17.22858,2328,301,3,100,5614939897641326592,"GALAXY",0.2541826,4987,NA,280
1237654031404171520,175.821758005205,3.65675674418429,20.48089,18.74362,17.91582,17.26087,17.04564,1992,301,6,173,578812916006938624,"GALAXY",0.141003,514,51994,365
1237661212043641600,214.623440750046,46.6243288333907,23.68082,21.3363,19.50034,18.87144,18.51813,3664,301,5,36,7600992159375054848,"GALAXY",0.3478498,6751,56368,152
1237655109456036352,204.791991442348,59.5276697013339,22.8769,22.11383,20.99141,19.83497,19.27699,2243,301,6,403,7667614044128565248,"GALAXY",0.6622508,6810,56447,857
1237680264537178368,0.127696170777625,-6.68335491397111,18.86832,18.17951,18.06568,18.02367,17.82659,8100,301,5,320,8047051110958258176,"QSO",2.57647,7147,56574,889
1237663788494160384,122.471440109027,56.3213679978231,21.51628,20.8198,20.82826,20.74263,20.29006,4264,301,4,143,5797361799272880128,"QSO",0.7415615,5149,55944,375
1237651535483372032,128.79683313892,54.4300708943089,22.74962,NA,19.19069,18.57546,18.15731,1411,301,5,52,5805350850441533440,"GALAXY",0.3585171,5156,55925,767
1237665026511143424,172.189269413145,35.5761966009662,24.86496,22.27156,NA,19.89017,19.45229,4552,301,6,31,5196159281096054784,"GALAXY",0.5449973,4615,55618,477
1237662337873084672,254.915390101437,NA,17.29188,17.50746,17.97417,18.29252,18.58114,3926,301,6,206,4.704040691957e+18,"STAR",-0.0001126221,4178,55653,112
1237665537620246528,251.028230899288,15.7653605124044,22.96867,22.78639,20.82914,19.82733,19.38107,4671,301,6,153,4577010535405737984,"GALAXY",0.5311435,4065,NA,827
1237670017262289152,21.7975128882041,8.26013544340577,21.71305,20.04192,19.38294,19.13425,18.92747,5714,301,6,18,2622390820078118912,"STAR",-5.435462e-05,2329,53725,618
1237667735042982400,178.136928937843,22.28350036871,24.20066,22.6702,21.14358,19.96919,19.45166,5183,301,3,307,7231719803874203648,"GALAXY",0.5387568,6423,56313,235
1237673703970374912,123.724361950886,41.3681535633074,18.21353,NA,29.57186,19.39589,17.79028,6573,301,1,255,4285343912837797888,"GALAXY",0.5067396,3806,55505,614
1237650794606101248,138.643417046057,-1.22294926304549,25.6151,21.48541,20.82665,20.74644,20.82342,1239,301,1,122,4240306262397704192,"QSO",3.343439,3766,55213,608
1237670965376975104,120.85004917311,NA,18.41793,16.25884,15.40288,15.10685,14.95782,5935,301,4,28,2723604720651364352,"STAR",8.892306e-05,2419,54139,192
1237661360756949248,188.424278468916,46.6411163375056,20.99763,20.14198,19.95018,19.847,19.6371,3699,301,2,37,7506437733537306624,"STAR",-0.0001238543,6667,56412,229
1237662701327942400,247.796724408247,51.0356784382395,22.75362,NA,20.829,19.95271,19.67206,4011,301,3,103,7109079725109434368,"QSO",0.6456774,6314,56191,537
1237664837002592768,132.260131249023,25.4747466884026,21.93733,21.90613,21.40047,21.22711,20.77922,4508,301,5,136,10814305025138120704,"QSO",1.417274,9605,58108,132
1237679079126991360,2.34768698189069,-4.23823046025266,22.66773,22.59977,21.98155,21.89401,21.50661,7824,301,5,332,10518163381470648320,"GALAXY",0.8409384,9342,57722,23
1237655108916216064,191.266783632465,NA,23.05351,20.40078,19.13198,18.65021,18.30943,2243,301,5,358,2770932381266241536,"STAR",-0.0006196335,2461,54570,337
1237655126088417280,196.890971214625,5.5185872071184,20.24982,18.30634,17.12498,16.65621,16.27635,2247,301,5,241,956060585642977280,"GALAXY",0.1726312,849,52439,624
1237668296602288896,206.124350786163,17.4936725978583,22.52882,NA,20.7968,19.67079,19.01917,5314,301,1,190,6129539107008043008,"GALAXY",0.8088918,5444,56038,509
1237650797288424192,134.039347205164,0.985266293752058,24.73991,21.46712,NA,18.96983,18.47337,1239,301,6,91,4296549306805278720,"GALAXY",0.4548767,3816,55272,419
1237669698370536448,330.259123061095,6.50752162777216,23.63187,22.13469,20.2944,19.43531,19.02142,5640,301,4,164,4983377401012836352,"GALAXY",0.4951723,4426,56105,525
1237660961862779392,131.269397187457,30.5856534397184,26.73943,24.45037,21.96826,20.60232,19.84087,3606,301,3,51,12007820779758835712,"GALAXY",0.6946601,10665,58456,357
1237679255201317120,18.2912343857163,-4.09327856495373,23.66251,22.84771,NA,21.02773,20.67195,7865,301,5,37,10512592430964168704,"GALAXY",0.7464008,9337,57724,236
1237661386002858240,237.655182309455,42.3802833600783,20.91964,20.74941,20.63129,20.57994,20.33722,3705,301,1,235,9580450939065882624,"QSO",1.446044,8509,57843,613
1237660637065969920,146.990660064464,41.9349558233571,21.38586,21.29109,20.61195,20.45378,20.57265,3530,301,6,205,9345192551655954432,"QSO",1.181549,8300,57391,812
1237662306202157312,244.766750838477,24.4010839290011,20.0519,18.6306,17.69131,17.22987,16.87692,3919,301,3,274,1773328695763691520,"GALAXY",0.1880375,1575,53493,132
1237678579291783424,359.849594040958,NA,20.52812,19.1488,18.59089,18.35473,18.28629,7708,301,2,204,3177367401192777728,"STAR",-0.0004506322,2822,54389,283
1237680241986371840,357.964870925733,-7.79163666949389,23.48048,21.0765,20.61459,20.535,20.51975,8095,301,3,286,8045753962098612224,"STAR",-0.0008914044,7146,NA,266
1237680066950660864,327.557616224521,-3.28822873354366,26.7825,22.23766,NA,19.7088,19.09325,8054,301,5,45,4925913621186500608,"GALAXY",0.5468226,4375,55889,369
1237668296602484736,206.643282475226,17.6044606121396,18.06474,16.38864,15.55449,15.1067,14.82792,5314,301,1,193,6129555874560366592,"GALAXY",0.0674777,5444,56038,570
1237671122693259520,149.795485015092,13.341536306296,22.63205,20.82942,18.97996,18.31746,17.96055,5972,301,1,228,1963657999473993728,"GALAXY",0.3962419,1744,53055,322
1237657628978970624,141.243961423264,42.8090734375659,19.18603,17.70044,17.03622,16.65308,16.34829,2830,301,3,216,979604151338035200,"GALAXY",0.04753242,870,52325,259
1237662306202353920,245.207238349838,24.0420768196147,17.83072,15.86332,14.94247,14.4914,14.15268,3919,301,3,277,1772237430187911168,"GALAXY",0.05770345,1574,53476,258
1237667431716683776,170.348438327868,27.8521527068521,23.00546,20.60006,19.42889,19.31003,19.10286,5112,301,6,395,7214998706185328640,"STAR",-4.823917e-05,6408,56329,844
1237679319626941440,1.76238598676127,10.7076092184293,23.70976,21.80552,21.55332,21.26466,21.03413,7880,301,5,54,13016594661183346688,"QSO",2.944972,11561,58485,239
1237664877807534080,155.36871812995,32.7349696660132,19.96167,NA,17.42861,16.93572,16.61192,4518,301,1,178,2201154441711740928,"GALAXY",0.1283186,1955,53442,73
1237655126084812800,188.612860790684,NA,19.02684,17.64901,NA,16.65568,16.42887,2247,301,5,186,951536918955321344,"GALAXY",0.08132258,845,52381,551
1237663782600705280,31.8305579734155,-1.11508354482938,26.87943,26.53025,21.40861,20.40016,19.32769,4263,301,1,328,8823688957143570432,"GALAXY",0.7652377,7837,56987,41
1237661388675219712,201.061584758073,57.6038730150309,22.34601,20.2772,18.65022,18.0638,17.71921,3705,301,6,52,7688936048592967680,"GALAXY",0.3005535,6829,NA,602
1237667209990636288,180.002253163961,28.7811742017888,22.76355,21.11226,19.31812,18.52129,18.00188,5061,301,1,420,7290341915979175936,"GALAXY",0.4602153,6475,56337,509
1237667736129438208,209.597284218253,21.2757494542586,21.63216,20.81632,20.66048,20.7267,20.59947,5183,301,5,501,6609156799735289856,"STAR",-0.0001631257,5870,56065,452
1237652943168864768,344.763611491356,14.038417526676,25.9767,NA,20.23094,19.89018,19.6566,1739,301,3,204,834455421258328064,"STAR",-0.0001775399,741,52261,595
1237660958104421376,117.001499041314,20.862054460768,22.34317,NA,NA,21.52268,20.61202,3605,301,4,47,12477477997069490176,"QSO",2.456855,11082,58508,928
1237678579281953024,335.677505212547,21.4044579048421,19.03944,18.0205,17.71042,17.58146,17.52793,7708,301,2,54,8537732645429467136,"STAR",-0.001260239,7583,56958,122
1237660963474768640,133.575042564185,33.2832939041314,22.19009,23.21501,21.64067,20.59413,19.92248,3606,301,6,72,11527140679324293120,"GALAXY",0.555253,10238,58155,645
1237654949449891840,237.986026006172,55.4936866265249,22.6575,21.36551,19.61629,18.90743,18.49124,2206,301,4,119,7647193089292130304,"GALAXY",0.3941447,6792,56432,294
